DESDE;COTIZACION
7/2/2020 00:00;60.77
10/2/2020 00:00;60.97
11/2/2020 00:00;60.11
12/2/2020 00:00;60.11
13/2/2020 00:00;61.38
14/2/2020 00:00;61.45
17/2/2020 00:00;61.66
18/2/2020 00:00;61.66
19/2/2020 00:00;61.72
20/2/2020 00:00;61.79
21/2/2020 00:00;61.83
26/2/2020 00:00;62.08
27/2/2020 00:00;62.14
28/2/2020 00:00;62.21
2/3/2020 00:00;62.25
3/3/2020 00:00;62.30
4/3/2020 00:00;62.36
5/3/2020 00:00;62.42
6/3/2020 00:00;62.48
9/3/2020 00:00;62.53
10/3/2020 00:00;62.59
11/3/2020 00:00;62.67
12/3/2020 00:00;62.82
13/3/2020 00:00;62.90
16/3/2020 00:00;63.04
17/3/2020 00:00;63.18
18/3/2020 00:00;63.33
19/3/2020 00:00;63.55
20/3/2020 00:00;63.77
25/3/2020 00:00;64.05
26/3/2020 00:00;64.23
27/3/2020 00:00;64.41
30/3/2020 00:00;64.47
1/4/2020 00:00;64.53
2/4/2020 00:00;64.72
3/4/2020 00:00;64.91
6/4/2020 00:00;64.99
7/4/2020 00:00;65.07
8/4/2020 00:00;65.16
13/4/2020 00:00;65.38
14/4/2020 00:00;65.50
15/4/2020 00:00;65.62
16/4/2020 00:00;65.74
17/4/2020 00:00;65.86
20/4/2020 00:00;65.98
21/4/2020 00:00;66.09
22/4/2020 00:00;66.23
23/4/2020 00:00;66.32
24/4/2020 00:00;66.43
27/4/2020 00:00;66.53
28/4/2020 00:00;66.64
29/4/2020 00:00;66.75
30/4/2020 00:00;66.84
4/5/2020 00:00;66.93
5/5/2020 00:00;67.01
6/5/2020 00:00;67.10
7/5/2020 00:00;67.19
8/5/2020 00:00;67.28
11/5/2020 00:00;67.37
12/5/2020 00:00;67.46
13/5/2020 00:00;67.55
14/5/2020 00:00;67.64
15/5/2020 00:00;67.73
18/5/2020 00:00;67.82
19/5/2020 00:00;67.91
20/5/2020 00:00;68.00
21/5/2020 00:00;68.09
22/5/2020 00:00;68.18
26/5/2020 00:00;68.27
27/5/2020 00:00;68.36
28/5/2020 00:00;68.45
29/5/2020 00:00;68.54
1/6/2020 00:00;68.63
2/6/2020 00:00;68.72
3/6/2020 00:00;68.81
4/6/2020 00:00;68.90
5/6/2020 00:00;68.99
8/6/2020 00:00;69.08
9/6/2020 00:00;69.17
10/6/2020 00:00;69.26
11/6/2020 00:00;69.32
12/6/2020 00:00;69.38
16/6/2020 00:00;69.62
17/6/2020 00:00;69.68
18/6/2020 00:00;69.74
19/6/2020 00:00;69.80
22/6/2020 00:00;69.98
23/6/2020 00:00;70.04
24/6/2020 00:00;70.10
25/6/2020 00:00;70.16
26/6/2020 00:00;70.22
29/6/2020 00:00;70.40
30/6/2020 00:00;70.46
1/7/2020 00:00;70.52
2/7/2020 00:00;70.58
3/7/2020 00:00;70.64
6/7/2020 00:00;70.82
7/7/2020 00:00;70.88
8/7/2020 00:00;70.94
13/7/2020 00:00;71.23
14/7/2020 00:00;71.30
15/7/2020 00:00;71.36
16/7/2020 00:00;71.42
17/7/2020 00:00;71.48
20/7/2020 00:00;71.66
21/7/2020 00:00;71.72
22/7/2020 00:00;71.78
23/7/2020 00:00;71.84
24/7/2020 00:00;71.90
27/7/2020 00:00;72.08
28/7/2020 00:00;72.14
29/7/2020 00:00;72.20
30/7/2020 00:00;72.26
31/7/2020 00:00;72.32
3/8/2020 00:00;72.52
4/8/2020 00:00;72.57
5/8/2020 00:00;72.62
6/8/2020 00:00;72.70
7/8/2020 00:00;72.77
10/8/2020 00:00;72.95
11/8/2020 00:00;73.00
12/8/2020 00:00;73.05
13/8/2020 00:00;73.11
14/8/2020 00:00;73.16
18/8/2020 00:00;73.40
19/8/2020 00:00;73.48
20/8/2020 00:00;73.53
21/8/2020 00:00;73.58
24/8/2020 00:00;73.73
25/8/2020 00:00;73.81
26/8/2020 00:00;73.86
27/8/2020 00:00;73.94
28/8/2020 00:00;74.00
31/8/2020 00:00;74.18
1/9/2020 00:00;74.25
2/9/2020 00:00;74.32
3/9/2020 00:00;74.38
4/9/2020 00:00;74.44
7/9/2020 00:00;74.65
8/9/2020 00:00;74.71
9/9/2020 00:00;74.77
10/9/2020 00:00;74.84
11/9/2020 00:00;74.91
14/9/2020 00:00;75.12
15/9/2020 00:00;75.19
16/9/2020 00:00;75.25
17/9/2020 00:00;75.32
18/9/2020 00:00;75.38
21/9/2020 00:00;75.59
22/9/2020 00:00;75.65
23/9/2020 00:00;75.72
24/9/2020 00:00;75.78
25/9/2020 00:00;75.85
28/9/2020 00:00;76.06
29/9/2020 00:00;76.12
30/9/2020 00:00;76.17
1/10/2020 00:00;76.25
2/10/2020 00:00;76.95
5/10/2020 00:00;77.05
6/10/2020 00:00;77.08
7/10/2020 00:00;77.10
8/10/2020 00:00;77.10
9/10/2020 00:00;77.11
13/10/2020 00:00;77.40
14/10/2020 00:00;77.42
15/10/2020 00:00;77.46
16/10/2020 00:00;77.53
19/10/2020 00:00;77.58
20/10/2020 00:00;77.66
21/10/2020 00:00;77.71
22/10/2020 00:00;78.05
23/10/2020 00:00;78.09
26/10/2020 00:00;78.21
27/10/2020 00:00;78.30
